,seller_id,zip_code_prefix,seller_city,seller_state,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
65,b7e1750c1157341d2abd0251e07c186b,5741,sao paulo,SP,-23.61182165306711,-46.74705040161001,sao paulo,SP
66,b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,PR,-25.533552342489493,-49.18726902068778,sao jose dos pinhais,PR
67,a416b6a846a11724393025641d4edd5e,3702,sao paulo,SP,-23.51674732944774,-46.54818243075192,sao paulo,SP
68,7e93a43ef30c4f03f38b393420bc753a,6429,barueri,SP,-23.491791912543025,-46.94733309700014,barueri,SP
69,5206cc4bc2297c833e6061c49bf9c43f,6192,osasco,SP,-23.527419336689768,-46.79951706425642,osasco,SP
70,f410c8873029fcc3809b9df6d0b28914,95076,caxias do sul,SP,-29.17682210847989,-51.15690685509721,caxias do sul,RS
71,ef506c96320abeedfb894c34db06f478,3569,sao paulo,SP,-23.541941545934563,-46.49095488842404,sao paulo,SP
72,a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC,-26.322991407438398,-48.83333579156326,joinville,SC
73,7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,-18.65223568071188,-48.19343213192182,araguari,MG
74,8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG,-19.86613222598972,-44.02388988644902,contagem,MG
75,dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC,-26.48928831929638,-49.06057033406625,jaragua do sul,SC
76,b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP,-21.7664768468313,-48.83154737836604,ibitinga,SP
77,7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,SP,-23.71457923606073,-46.54581156219319,são bernardo do campo,SP
78,731ef20c231d9a7103a425e83fd91271,88501,lages - sc,SC,-27.81568867055225,-50.33589889924407,lages,SC
79,78813699ffac347fe27dba345a5f1551,95711,bento goncalves,RS,-29.17519237322801,-51.56925812204669,vale dos vinhedos,RS
80,3296662b1331dea51e744505065ae889,15805,catanduva,SP,-21.12727725229381,-48.96558623910783,catanduva,SP
81,411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,SP,-23.712947685815696,-46.40855396350052,ribeirão pires,SP
82,bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP,-23.63580786663679,-46.71209825910773,sao paulo,SP
83,4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP,-21.250592999999995,-48.31762049999999,jaboticabal,SP
84,b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,-22.42925217631197,-50.20413759688468,echapora,SP
85,d650b663c3b5f6fb392b6326366efa9a,6713,cotia,SP,-23.615928708516527,-46.84997839900814,cotia,SP
86,669ae81880e08f269a64487cfb287169,89160,rio do sul,SC,-27.20981137280685,-49.63292048422235,rio do sul,SC
87,c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP,-23.593755572854764,-46.61713462101102,sao paulo,SP
88,674207551483fec113276b67b0d871ff,18040,sorocaba,SP,-23.50436812822437,-47.46615628434992,sorocaba,SP
89,abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,-22.83586646404876,-43.322162133504506,rio de janeiro,RJ
90,1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,-21.36757068180344,-48.06270442872158,pradopolis,SP
91,79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,-22.984848450458767,-43.20073414542106,rio de janeiro,RJ
92,7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,-23.529050497085805,-46.63889432139766,sao paulo,SP
93,63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ,-22.70666999999997,-42.896109999999965,itaboraí,RJ
94,83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP,-23.636521320012687,-46.77320758159732,sao paulo,SP
95,cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP,-20.826509617243435,-49.49059546820425,mirassol,SP
96,d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP,-23.66875959201334,-46.53653409354255,santo andré,SP
97,709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP,-21.301705697260985,-50.33198634467411,birigui,SP
98,9dc79dd988ac42f4d56c340d7048420a,3569,sao paulo,SP,-23.541941545934563,-46.49095488842404,sao paulo,SP
99,276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG,-19.831098006665105,-43.94652358104908,belo horizonte,MG
100,9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,RJ,-22.887998108806,-43.27113442743371,rio de janeiro,RJ
101,512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ,-22.907300762421368,-43.18372964446876,rio de janeiro,RJ
102,422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,SP,-21.7664768468313,-48.83154737836604,ibitinga,SP
103,99cd94252748d2bdde08e17858233602,12401,sao paulo,SP,-22.92142919454418,-45.46479177296298,pindamonhangaba,SP
104,698624c6632eeba1774924dbea24c700,1425,sao paulo,SP,-23.572330354982963,-46.66082327699232,sao paulo,SP
105,8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP,-22.679653253935196,-50.44287891853987,assis,SP
106,ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,-22.689712550377955,-46.98249303136359,jaguariuna,SP
107,d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP,-21.787360438801997,-48.19339828795659,araraquara,SP
108,98f52e1020fe788c10c0418de4393fec,27963,macae,RJ,-22.33224074792101,-41.74882256573231,macae,RJ
109,62760d278921b5f352461620d68a9cee,13320,salto,SP,-23.198860047870664,-47.29334560811024,salto,SP
110,eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,SP,-22.38438072912452,-47.586364840844695,rio claro,SP
111,3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR,-23.31537709740904,-51.14494497224309,londrina,PR
112,1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP,-23.50403914126612,-46.7311139948641,sao paulo,SP
113,791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP,-21.179578055269594,-47.81126902131619,ribeirao preto,SP
114,392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,RN,-22.842290284753936,-43.29762071175495,rio de janeiro,RJ
115,0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,-21.69216794221008,-45.25804903964345,tres coracoes,MG
116,37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP,-23.61411790980433,-46.60034800222169,sao paulo,SP
117,87d73636a3acf123e842bb890a4db036,15190,nhandeara,SP,-20.691381198603764,-50.04237071280033,nhandeara,SP
118,3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,SP,-21.7664768468313,-48.83154737836604,ibitinga,SP
119,e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP,-23.535045041635392,-46.52060623633788,sao paulo,SP
120,44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,-15.84494561197996,-47.98527498130505,brasilia,DF
121,05ca864204d09595ae591b93ea9cf93d,6465,barueri,SP,-23.507407290616538,-46.84703285302898,barueri,SP
122,9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP,-23.54575105023373,-46.64132693574358,sao paulo,SP
123,f9eda05b67bef472deaddbba84aca289,88870,orleans,SC,-28.348012329033157,-49.30055430967754,orleans,SC
124,75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF,-15.826958999999992,-47.92446674999999,brasilia,DF
125,0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP,-23.4719444074384,-46.59864459256161,sao paulo,SP
126,7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP,-23.50097763469062,-46.62712333406575,sao paulo,SP
127,99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT,-15.672887529119013,-56.06797233297959,cuiaba,MT
128,e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP,-22.03342996672426,-47.91371971353119,sao carlos,SP
129,784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP,-23.540316757429707,-46.63735536871719,sao paulo,SP
130,099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,-23.549660117981254,-46.57027590146579,sao paulo,SP
131,0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,-22.925732829755905,-43.22234726520112,rio de janeiro,RJ
132,b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR,-24.295075877846465,-53.31189564832585,formosa do oeste,PR
133,ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ,-22.933875887039065,-43.68870134055625,rio de janeiro,RJ
134,ea00f977a203ff88adf7057cb7806998,11085,santos,SP,-23.93360892117263,-46.34716271579432,santos,SP
135,82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP,-23.539685940879476,-46.54635608021235,sao paulo,SP
136,ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,GO,-14.43468419408557,-49.70519241955994,santa terezinha de goiás,GO
137,34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,PR,-25.4439745033258,-49.32947681717858,curitiba,PR
138,ed4acab38528488b65a9a9c603ff024a,8260,sao paulo,SP,-23.55860361532686,-46.43116232924525,sao paulo,SP
139,f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS,-28.87262510202068,-52.17938515160991,arvorezinha,RS
140,fce62094ffe6a4009188ec44e681dfdd,4674,sao paulo,SP,-23.664255516792647,-46.68857909339831,sao paulo,SP
141,ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP,-21.210104711049134,-47.80139005429387,ribeirao preto,SP
142,d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG,-21.006684820194003,-42.71880215875891,guiricema,MG
143,75a4764c108403a7a0575140cb22287c,95072,caxias do sul,RS,-29.173493709674137,-51.15643225763195,caxias do sul,RS
144,70c0fda4c313d87115644d39e62eec60,55004,caruaru,PE,-8.286688780194964,-35.97116381695427,caruaru,PE
145,ffcfefa19b08742c5d315f2791395ee5,80045,curitiba,PR,-25.42552957617298,-49.254479518177625,curitiba,PR
146,26e13b6ff5b641b329e5524241ee2c93,14401,franca,SP,-20.530671079410943,-47.39851931627846,franca,SP
147,0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR,-25.48129914876794,-49.27064708076061,curitiba,PR
148,fc59392d66ef99377e50356ee4f3b4e1,40243,salvador,BA,-12.990463226579363,-38.49876206529916,salvador,BA
149,b18dc380845b24038cfc48006478f099,9951,diadema,SP,-23.69007059755325,-46.59995236023442,diadema,SP
150,f22a247b79dd22ecd91dc8e3b2a1b07c,8573,itaquaquecetuba,SP,-23.495851409134296,-46.35654557859026,itaquaquecetuba,SP
151,889009a0ed0bb52c87819941192931b8,18682,lencois paulista,SP,-22.60405058635247,-48.795055606488425,lençóis paulista,SP
152,ffc470761de7d0232558ba5e786e57b7,7091,guarulhos,SP,-23.464392221253405,-46.54273714209829,guarulhos,SP
153,4c498c7345e89aebad651544829beca0,6341,carapicuiba,SP,-23.57241932843741,-46.81653106742156,carapicuiba,SP
154,01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO,-14.518522867646602,-49.1319174044097,uruacu,GO
155,f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,SC,-26.91626999999994,-48.65245999999996,itajaí,SC
156,024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,SP,-23.584265203445064,-46.53648617692888,sao paulo,SP
157,a513150f33f99a06569e9cd5c4bb889b,1545,sao paulo,SP,-23.581373061053768,-46.6178758329102,sao paulo,SP
158,c1dde11f12d05c478f5de2d7319ad3b2,1026,sao paulo,SP,-23.539494799586286,-46.63284391414975,são paulo,SP
159,02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR,-25.45385542382702,-49.286168717179294,curitiba,PR
160,7b98de631987e26dd6d803490c43a13c,87900,loanda,PR,-22.931426544866625,-53.13375928731349,loanda,PR
161,f12ff17ad8bbf01ec5c33b17e506649b,3186,sao paulo,SP,-23.567258514570952,-46.58312233236194,sao paulo,SP
162,a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,SP,-21.881549344197197,-51.84621930031394,presidente venceslau,SP
163,6a8a889bde935bafa76d7848782dfaf9,2839,sao paulo,SP,-23.47666615958798,-46.68147008895491,sao paulo,SP
164,42b6488f5b8246d9141712abd4b1b693,87014,maringa,PR,-23.423386352936397,-51.95203743140284,maringá,PR
165,d6cd01c59123df02fc226eadbadb5f89,1207,sao paulo,SP,-23.536840620318525,-46.640393035807016,sao paulo,SP
166,c8e135e7b21ecbc36c1153a29d2f5a06,1411,sao paulo,SP,-23.568546850380155,-46.66483313596545,sao paulo,SP
167,229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG,-19.921126734952896,-43.94119674937962,belo horizonte,MG
168,f9a02f1922d1de564392e656d82b3fda,8502,ferraz de vasconcelos,SP,-23.53524072482072,-46.36167384107207,ferraz de vasconcelos,SP
169,9523fb39dd240aa958e040f8183d64f3,1541,sao paulo,SP,-23.568722298084143,-46.61880092397124,sao paulo,SP
170,95ec4458365c4d11f452ccf538377619,13481,limeira,SP,-22.599254430886607,-47.37980963550319,limeira,SP
171,6ec1a01e866584bb679eb9b098345919,11040,santos,SP,-23.97025376741302,-46.31830300014421,santos,SP
172,f6122bc84774df1b372bdb3bb88ddb9f,6436,barueri,SP,-23.53994293192069,-46.88676604933411,barueri,SP
173,fa40cc5b934574b62717c68f3d678b6d,2310,sao paulo,SP,-23.4719444074384,-46.59864459256161,sao paulo,SP
174,623ad9d0c1e14bb5464a8c72bff7b4af,35530,claudio,MG,-20.43773362250285,-44.75914024487753,claudio,MG
175,c0098efcf800861dcae589affca31408,14080,ribeirao preto,SP,-21.15471717346644,-47.79762442492353,ribeirao preto,SP
176,a63bfbaa882c8f4542891b4e2246cc7f,24355,niteroi,RJ,-22.939452538175548,-43.04198995476519,niteroi,RJ
177,48b6c3f4c6a93171da04b75313f2130f,17700,osvaldo cruz,SP,-21.78761366528708,-50.87213184519997,osvaldo cruz,SP
178,270d3ef21830ad0ecf3a6c53d08a533a,6380,carapicuiba,SP,-23.54770711276392,-46.83422886223403,carapicuiba,SP
179,89c127985a8b130cfa45c1d36764017a,6016,osasco,SP,-23.53366928919733,-46.780298393271465,osasco,SP
180,8b2492b7ff4468839593fafeed55bad9,24451,sao goncalo,RJ,-22.827869999999997,-43.01969625000001,sao goncalo,RJ
181,1e9d5a33694bddb76316fd1f54734d20,78820,jaciara,MT,-15.96144358856559,-54.96989318266728,jaciara,MT
182,5e49e3a44bdeb5aab2684258bbd4f525,88330,balenario camboriu,SC,-26.999696999999948,-48.63513949999995,balneario camboriu,SC
183,8e34331b7eedd03be4e5d965c1956225,4009,sao paulo,SP,-23.587042499999995,-46.63573874999999,sao paulo,SP
184,aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,SC,-26.83365489702238,-49.26170944102369,timbo,SC
185,11d4c477d09821164bca4f70a2eae031,14075,ribeirao preto,SP,-21.152969235356927,-47.77227625506376,ribeirao preto,SP
186,ff314fa6033cc68ec451c47aee2d6ba4,5424,sao paulo,SP,-23.571257720785987,-46.69633123175024,são paulo,SP
187,d1c7fa84e48cfa21a0e595167c1c500e,99730,jacutinga,RS,-27.729372911015968,-52.537491045681705,jacutinga,RS
188,c7246702dc991a06d788120dc7544391,60440,fortaleza,CE,-3.75920950735759,-38.56668586011886,fortaleza,CE
189,e819bcfade7b5d88a27325eb6cfd62c5,7242,guarulhos,SP,-23.44020126089216,-46.42148489425242,guarulhos,SP
190,6d2f2e3b539480db1e0842b3a4e32e6e,7051,guarulhos,SP,-23.4691433119626,-46.54714331225105,guarulhos,SP
191,e88165a185134e13fdfc85d4fa654db8,8517,ferraz de  vasconcelos,SP,-23.56892589286744,-46.372428309048416,ferraz de vasconcelos,SP
192,9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,SP,-21.131534491601712,-51.10568265114781,mirandopolis,SP
193,5abb8ea023c77787f2c15da891c8d384,89228,joinville,SC,-26.287890550358416,-48.778370341304736,joinville,SC
194,1d953075c2f0dd990bacf27b83b330f1,30421,belo horizonte,MG,-19.939688821541896,-43.97533764669048,belo horizonte,MG
195,817245bcc3badd82bbd222e0366951a6,17056,bauru,SP,-22.353122459390228,-49.0981396206503,bauru,SP
196,caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,jacarei,SP,-23.30139631473257,-45.96172658840667,jacarei,SP
197,615005a3ef192c00c6f0e977cee3d2bc,13304,itu,SP,-23.277113936724533,-47.27658838802001,itu,SP
198,1284de4ae8aa26997e748c851557cf0e,85301,laranjeiras do sul,SP,-25.40409493828745,-52.41326011568435,laranjeiras do sul,PR
199,5fd924b4836098a5be0ecf81ba054ce0,3554,sao paulo,SP,-23.540811611431728,-46.506777407294166,sao paulo,SP
200,7178f9f4dd81dcef02f62acdf8151e01,89560,videira,SC,-27.00086872288371,-51.14532022116548,videira,SC
201,8132b9bd16876e1b0f8808d43825dd48,88058,florianopolis,SC,-27.44750424718865,-48.39733340340489,florianopolis,SC
202,3f995f07c49d0d55a99d5c54957f7d81,6853,itapecerica da serra,SP,-23.68913659838998,-46.85084778934157,itapecerica da serra,SP
203,a6bd7d1ccdac48c6b33b28596b7eb122,58280,mamanguape,PB,-6.825533064802394,-35.12509238324438,mamanguape,PB
204,6650fcccd8cd2f7e55ffa524f30c4c59,8490,sao paulo,SP,-23.56613158673322,-46.40933117430316,sao paulo,SP
205,3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG,-20.415339248383304,-42.89153741877715,ponte nova,MG
206,8b181ee5518df84f18f4e1a43fe07923,87360,goioere,SP,-24.18847968847047,-53.016364393737085,goioere,PR
207,10ff823eda2b032e2c93d17a7d294736,17280,pederneiras,SP,-22.3308507978399,-48.80069173298912,pederneiras,SP
208,b4a476fbd28de64b1e347abf9089366a,6653,itapevi,SP,-23.547864497191817,-46.92542765190682,itapevi,SP
209,39c763cca83e654764b7a4a650fb9b7c,74563,goiania,GO,-16.649582610194585,-49.26427418270268,goiânia,GO
210,dadc51ef321949ec9a3ab25cd902e23d,4821,sao paulo,SP,-23.724238064948917,-46.687786616711854,sao paulo,SP
211,83b08de96980757220871b31bf6cffca,21820,rio de janeiro,RJ,-22.88108747100233,-43.4710032485429,rio de janeiro,RJ
212,14a08204d03bb6b6bde8029f801ae0eb,1026,sao paulo,SP,-23.539494799586286,-46.63284391414975,são paulo,SP
213,bee36b4f9a2b9fdcaff6ec05df202ed0,3308,sao paulo,SP,-23.540691446852072,-46.57315915849145,sao paulo,SP
214,28872dc528e978a639754bc8c2ce5a4c,95070,caxias do sul,RS,-29.17755456451863,-51.16087871013524,caxias do sul,RS
215,c85d7b477a709c85a1e8b8f25aa1b270,9640,sao bernardo do campo,SP,-23.662697333602686,-46.5741239317042,sao bernardo do campo,SP
216,739c7d7be81f63812dea0d1b1451c651,58400,campina grande,PB,-7.216958744936218,-35.88635353719198,campina grande,PB
217,657969cca82e884d272385ec0ef06edd,93608,estancia velha,RS,-29.66684200084112,-51.15445514217226,estancia velha,RS
218,455befea1bb853c75ccbca94cff26e5c,27525,resende,RJ,-22.47805071801601,-44.50608144601535,resende,RJ
